Instrument,Cost of Revenues - Total,Date
5040938167,4679370.20954293,2014
5040938167,3233894.23047093,2015
5040938167,3168428.4777528,2016
5040938167,3057499.33996724,2017
5040938167,3390524.41542617,2018
5040938210,4366588.092227,2011
5040938210,4796335.01738583,2012
5040938210,6448511.29367932,2013
5040938210,5858484.27846684,2014
5040938210,5417832.48735583,2015
5040938210,5989147.98006189,2019
5040938213,4003658.79056908,2011
5040938213,3091434.18794873,2012
5040938213,2873650.52552647,2013
5040938213,1982751.61400987,2014
5040938213,1597742.87729075,2015
5040938213,1534875.13597301,2016
5040938213,1641436.45003034,2017
5040938213,1579170.25819686,2018
5040938213,1465153.93191737,2019
5040938241,8780887.71746369,2011
5040938241,9854247.63250502,2012
5040938241,8494914.27282824,2013
5040938241,7924798.91706973,2014
5040938241,5926962.31662165,2015
5040938256,878464.03099476,2011
5040938256,1974566.68183721,2012
5040938256,1874719.73295814,2013
5040938256,1701979.85137734,2014
5040938256,1474562.29604015,2015
5040938256,1290920.68272844,2016
5040938256,1869595.38996373,2017
5040938256,1327924.6513519,2018
5040938256,1512130.76398645,2019
5040938256,1444895.26072338,2020
5040938302,3457388.54184024,2011
5040938302,2306529.30422383,2012
5040938302,2655299.41281162,2013
5040938302,2663830.05635942,2014
5040938302,2180333.57791792,2015
5040938302,1850573.8886085,2016
5040938302,1580400.30049402,2017
5040938302,1496528.5314226,2018
5040938302,2201086.38588099,2019
5040938302,1653944.84447017,2020
5040938307,4150724.67696222,2011
5040938307,4308114.1984585,2012
5040938307,3354465.80726907,2013
5040938307,3353821.88799888,2014
5040938307,1987421.10354767,2015
5040938307,3021483.75823617,2016
5040938307,3008210.22714724,2017
5040938307,2483556.05983067,2018
5040938307,1963699.82770138,2019
5040938307,1683062.46506347,2020
5040938343,2849468.5594472,2011
5040938343,2368998.16473515,2012
5040938343,1781383.99990999,2013
5040938343,1857964.16395097,2014
5040938343,1569775.54047805,2015
5040938343,1128602.1847709,2016
5040938343,1693995.35657551,2017
5040938343,2128270.42195739,2018
5040938343,2252613.03219405,2019
5040938343,1854568.45009656,2020
5040938348,2769413.25312384,2011
5040938348,2867200.2341023,2012
5040938348,2114190.61008535,2013
5040938348,2313342.85606643,2014
5040938348,2184684.05253323,2015
5040938348,2293910.75527669,2016
5040938348,2413592.18305332,2017
5040938348,2572346.72460897,2018
5040938348,2814287.60061327,2019
5040938348,2254535.76593864,2020
5040938350,303214.403523225,2014
5040938350,5097140.35857023,2015
5040938350,3630237.7138655,2016
5040938350,4453943.46755319,2017
5040938350,5210610.06462121,2018
5040938350,4088235.58892742,2019
5040938350,4606983.53079541,2020
5040938369,5168392.01962194,2011
5040938369,8274800.79566504,2012
5040938369,7982078.70310561,2013
5040938460,2109725.82007835,2010
5040938460,1960818.92028183,2011
5040938460,2311347.83891892,2012
5040938460,1771675.72110753,2013
5040938460,1588334.13793084,2014
5040938537,5633356.09786611,2011
5040938537,5834729.24417734,2012
5040938537,6277339.00953079,2013
5040938537,6609437.32614273,2014
5040938537,4820201.57448716,2015
5040938537,4663021.93067908,2016
5040938537,4593091.35607944,2017
5040938537,4994044.46811902,2018
5040938537,5408364.19181796,2019
5040938537,5215787.11448251,2020
5040938605,2999514.6637245,2014
5040938605,2277659.91002611,2015
5040938605,2900638.70909597,2016
5040938605,3747910.22986122,2017
5040938605,2121506.59015295,2018
5040938605,3043257.00244152,2019
5040938605,2699726.05295859,2020
5040938619,3606420.07191543,2011
5040938619,3275398.9589862,2012
5040938619,3141394.63565731,2013
5040938619,3595597.572488,2014
5040938619,2846701.98970847,2015
5040938619,3880270.17254019,2016
5040938619,2628671.94808607,2017
5040938619,4634577.552403,2018
5040938619,4560278.81674025,2019
5040938619,3293597.52352091,2020
5040938881,4998095.7988046,2011
5040938881,4572273.15406423,2012
5040938881,5227482.33341977,2013
5040938881,5153371.51856769,2014
5040938881,3532461.08835582,2015
5040938881,2806370.03664045,2016
5040938881,3399737.74986733,2017
5040938881,4349020.8714955,2018
5040938881,4550155.4800474,2019
5040938881,4207656.16265868,2020
5040938883,3755762.88337852,2010
5040938883,5118536.14805002,2011
5040938883,4902686.96172742,2012
5040938883,5172639.07421994,2013
5040938883,5010279.78693127,2014
5040938883,3169880.10398854,2015
5040938883,3005156.56717877,2016
5040938883,3670888.42211301,2017
5040938883,4814372.49964105,2018
5040938883,4513074.49395897,2019
5040938883,4391961.10179871,2020
5040938925,1140788.11510792,2011
5040938925,1994185.00166722,2012
5040938925,1464587.53372464,2013
5040938925,1799231.29523702,2014
5040938965,3490625.78955485,2011
5040938965,2753276.30666843,2012
5040938965,2592791.72297827,2013
5040938965,3494526.10464693,2014
5040938965,2035773.52141496,2015
5040938965,2546922.62837791,2016
5040938965,2999006.36332827,2017
5040938965,4910787.84754435,2018
5040938965,4562439.97850614,2019
5040938965,3322501.82821243,2020
5040939008,3663245.0438146,2011
5040939008,3585850.26576974,2012
5040939008,4246605.5330104,2013
5040939008,3952292.31175076,2014
5040939008,3473543.23213707,2015
5040939008,4361743.54386801,2016
5040939008,3884151.63507622,2017
5040939008,3709900.25535587,2018
5040939008,3725956.62975059,2019
5040939008,3672126.59123386,2020
5040939135,1011770.41161357,2011
5040939135,819495.079214643,2012
5040939135,690650.360420212,2013
5040939135,848363.659201463,2014
5040939135,997253.081103444,2015
5040939135,1007876.31220776,2016
5040939135,1456511.44935185,2017
5040939135,1408352.7604447,2018
5040939135,1451845.72525373,2019
5040939135,1048447.65726071,2020
5040939142,3507601.80317253,2011
5040939142,4824729.95398189,2012
5040939142,4932486.91436975,2013
5040939142,5613525.24065989,2014
5040939142,4050291.86685226,2015
5040939142,4105633.07976319,2016
5040939142,4507713.40881137,2017
5040939142,5654440.40975262,2018
5040939142,5189290.63597036,2019
5040939177,6673002.91078871,2011
5040939177,7033167.6590557,2012
5040939177,8214225.79096079,2013
5040939177,6111560.86723426,2014
5040939177,5856733.2264031,2015
5040939177,6334711.7771185,2016
5040939177,5496159.94158012,2017
5040939177,8845493.27632782,2018
5040939177,9270246.52210742,2019
5040939177,8740832.39143737,2020
5040939243,6045783.88133558,2011
5040939243,5820273.64009207,2012
5040939243,5143684.55849332,2013
5040939243,6142439.3944172,2014
5040939243,5969721.2671264,2015
5040939243,3493780.53313026,2016
5040939243,2579746.14567997,2017
5040939243,2599648.00934689,2018
5040939243,4575520.69445758,2019
5040939243,5964419.27178799,2020
5040939314,697267.422486077,2011
5040939314,474969.848515837,2012
5040939314,-1064163.61329358,2013
5040939314,961213.534318506,2014
5040939314,845607.96594126,2015
5040939314,1573011.64063264,2016
5040939314,2542446.27651889,2017
5040939314,1452010.22027337,2018
5040939314,2583157.03701913,2019
5040939314,4899226.31623736,2020
5040939315,3870531.10483045,2011
5040939315,4185585.7447834,2012
5040939315,3754208.44497714,2013
5040939319,2915049.58047549,2011
5040939319,3026211.87904021,2012
5040939319,3061003.27434576,2013
5040939319,3524767.96116631,2014
5040939319,3011895.72581547,2015
5040939319,2541202.15267897,2016
5040939319,2366604.03618806,2017
5040939319,2492041.59427624,2018
5040939319,2323021.40761963,2019
5040939434,12442881.897117,2011
5040939434,11240092.6289174,2012
5040939434,10791177.6906298,2013
5040939434,9731988.59560133,2014
5040939434,8558750.86033388,2015
5040939434,8173487.18459793,2016
5040939434,8040301.66669724,2017
5040939434,8057691.33925056,2018
5040939494,3370721.52494999,2011
5040939494,3528544.12100316,2012
5040939494,3746373.69366288,2013
5040939494,3852653.35290271,2014
5040939494,3333830.84734831,2015
5040939494,6926580.64677769,2020
5040939496,2862920.32263954,2013
5040939496,3113319.54483689,2014
5040939496,2280643.09261947,2015
5040939496,1867496.96255121,2016
5040939496,2102356.2618066,2017
5040939496,1969627.82145323,2018
5040939496,2237598.64518892,2019
5040939496,2799557.89499278,2020
5040939503,1464341.36168097,2010
5040939503,1799993.52811436,2011
5040939503,1832247.81780729,2012
5040939503,1612936.84665337,2013
5040939503,1443650.72963551,2014
5040939503,1495071.67636947,2015
5040939503,1732589.07731777,2016
5040939503,1950250.30185101,2017
5040939503,2036036.35189683,2018
5040939503,2043890.30375151,2019
5040939503,2252615.92282259,2020
5040939520,4500947.35306673,2010
5040939520,6038100.00148758,2011
5040939520,5929034.85178121,2012
5040939520,5733675.39659335,2013
5040939520,5554474.03661416,2014
5040939520,4269058.59036492,2015
5040939520,4053195.3858562,2016
5040939520,3377212.50420511,2017
5040939520,3857843.703733,2018
5040939520,4419803.3019574,2019
5040939520,5990977.1015599,2020
5040939522,2644862.92163414,2011
5040939522,3200539.58068751,2012
5040939522,3460916.23273458,2013
5040939522,3911386.22161665,2014
5040939522,1011174.59987243,2015
5040939522,995005.241885134,2016
5040939522,1292174.03879473,2017
5040939522,2038741.88461861,2018
5040939522,1559335.08676774,2019
5040939528,3518859.58062425,2011
5040939528,3895785.30097881,2012
5040939528,3365877.29287897,2013
5040939528,2847827.87812994,2014
5040939528,2181079.37356626,2015
5040939528,3037095.88983121,2016
5040939528,3038243.88803019,2017
5040939528,5519163.7736638,2018
5040939528,6710407.28308868,2019
5040939528,6445873.26211096,2020
5040939549,5122824.82517449,2011
5040939549,4936072.52354339,2012
5040939549,5345855.20653741,2013
5040939549,5452447.56277774,2014
5040939549,4481237.45231726,2015
5040939549,4078579.99677026,2016
5040939549,3403007.54359249,2017
5040939549,4407312.80377378,2018
5040939549,4058548.05098546,2019
5040939549,1901604.60643958,2020
5040939550,592194.832936663,2011
5040939550,482541.831608118,2012
5040939550,598847.513498759,2013
5040939550,666912.520085203,2014
5040939550,389678.226256923,2015
5040939550,325471.231954522,2016
5040939550,464674.019386633,2017
5040939550,377175.857167648,2018
5040939550,416194.257967988,2019
5040939550,433457.912421923,2020
5040939639,6784329.82114464,2011
5040939639,7729618.01302077,2012
5040939639,9330166.8912008,2013
5040939639,9917100.59103309,2014
5040939639,8556886.37121304,2015
5040939639,9555697.12535536,2016
5040939639,9928546.99124151,2017
5040939639,10997744.556501,2018
5040939639,11965670.2255967,2019
5040939639,13796312.6057304,2020
5040939643,4893023.20925519,2011
5040939643,5604816.3030117,2012
5040939643,5485518.16474816,2013
5040939643,3653057.09987482,2014
5040939643,2272812.23831191,2015
5040939643,3216933.34461677,2016
5040939643,4423667.59972763,2017
5040939643,4911156.78382459,2018
5040939643,4407291.31278646,2019
5040939643,6548691.5267701,2020
5040939657,4473983.71521884,2011
5040939657,5039154.74791331,2012
5040939657,4859930.30437246,2013
5040939657,4744788.12022432,2014
5040939657,3411020.69695135,2015
5040939657,3422632.11662464,2016
5040939657,3445514.86201957,2017
5040939657,3912323.29444878,2018
5040939657,3624609.51746595,2019
5040939657,3966182.56184096,2020
5040939661,4248297.49059625,2010
5040939661,4926439.15184999,2011
5040939661,5224840.42419903,2012
5040939661,5367656.25367275,2013
5040939661,5803571.43373429,2014
5040939661,4848541.80912402,2015
5040939661,4724397.86786567,2016
5040939661,4868965.06370591,2017
5040939661,5617177.84544816,2018
5040939661,5503000.32809272,2019
5040939661,5190295.8642195,2020
5040939684,3243848.16001788,2011
5040939684,3380546.26965402,2012
5040939684,3882800.55893948,2013
5040939684,4022007.74941122,2014
5040939684,3659992.14422173,2015
5040939684,3843206.25707412,2016
5040939684,3852543.62906634,2017
5040939684,4317784.26643499,2018
5040939684,3984954.8055891,2019
5040939684,4186857.86223489,2020
5040939687,5137120.41558937,2011
5040939687,6810482.5199327,2012
5040939687,6772290.90777521,2013
5040939687,4883741.49254756,2014
5040939687,4768368.77692762,2015
5040939687,6018059.61186652,2016
5040939687,6288418.85083927,2017
5040939687,5904210.27147662,2018
5040939687,4883315.62806277,2019
5040939687,7808855.21654988,2020
5040939752,2664698.0533348,2011
5040939752,4158739.62291077,2012
5040939752,3301155.43419594,2013
5040939752,2562599.42085245,2014
5040939752,3231781.14280064,2015
5040939752,3887897.47347212,2016
5040939752,4012521.31465658,2017
5040939752,3520881.90111176,2018
5040939752,3694221.67539883,2019
5040939752,2905469.24022776,2020
5040939754,1827155.14990265,2011
5040939754,1671687.35814596,2012
5040939754,1795350.29573106,2013
5040939754,2102764.03409203,2014
5040939754,2882624.48010345,2015
5040939754,3962621.18728958,2016
5040939754,3375395.95213558,2017
5040939754,2102690.8398606,2018
5040939754,1989292.53282376,2019
5040939754,3279305.35810149,2020
5040939757,1023921.66346623,2011
5040939757,1606120.86818779,2012
5040939757,1410084.9158863,2013
5040939757,1488536.0114169,2014
5040939757,1021740.03822389,2015
5040939757,1002632.54281706,2016
5040939757,947029.14558339,2017
5040939757,1011008.38662381,2018
5040939757,962058.221889381,2019
5040939806,4546355.1416942,2011
5040939806,4239450.07905349,2012
5040939806,4573280.59867894,2013
5040939806,4948522.73256538,2014
5040939806,5001802.81485761,2015
5040939806,5668514.71134561,2016
5040939806,3815243.75990526,2017
5040939806,2752264.6506071,2018
5040939806,3255392.09156705,2019
5040939806,2676687.93556609,2020
5040939932,1914894.33607401,2011
5040939932,2041165.71494433,2012
5040939932,1982021.76182738,2013
5040939932,1892026.04445174,2014
5040939932,1548271.76595095,2015
5040939932,2472318.09113751,2016
5040939932,1756605.85123876,2017
5040939932,2567427.57420574,2018
5040939932,2845226.33747233,2019
5040939932,2461772.16452028,2020
5040939995,2616271.74080437,2011
5040939995,2244404.62476215,2012
5040939995,1973165.08642865,2013
5040939995,3626635.26733684,2014
5040939995,2270823.44991634,2015
5040939995,1919696.30330408,2016
5040939995,2447622.25848924,2017
5040939995,2918408.95547619,2018
5040939995,2629565.14230772,2019
5040939995,3037405.1254802,2020
5040940002,3331051.26154868,2011
5040940002,3082313.39013303,2012
5040940002,3564982.16866966,2013
5040940002,3421468.14600275,2014
5040940002,2752234.54091892,2015
5040940002,2693033.11185512,2016
5040940002,2735364.10630333,2017
5040940002,3639925.34086992,2018
5040940002,3367999.99410553,2019
5040940002,3479822.30577699,2020
5040940004,487733.762480239,2018
5040940004,733771.292197729,2019
5040940004,770603.695189074,2020
5040940047,1727766.97287888,2010
5040940047,3076947.14192408,2011
5040940047,2807484.82198818,2012
5040940047,2560601.1143175,2013
5040940047,2003125.07524398,2014
5040940047,2102895.12976543,2015
5040940047,1614008.38314174,2016
5040940047,1424661.23639936,2017
5040940047,739840.220645768,2018
5040940053,8730853.15101159,2011
5040940053,9741528.33874492,2012
5040940053,8631341.13810483,2013
5040940053,10481986.6372819,2014
5040940053,8645387.45481588,2015
5040940053,9660810.86632347,2016
5040940053,12755586.4253206,2017
5040940053,12261228.3375705,2018
5040940053,12555781.1330408,2019
5040940053,14081835.9402662,2020
5040940061,5304200.12856336,2011
5040940061,5900123.64361068,2012
5040940061,6564499.67726654,2013
5040940061,7308979.21773568,2014
5040940061,7112280.20038115,2015
5040940061,6468308.72000427,2016
5040940061,6263834.84616492,2017
5040940061,6023745.62627511,2018
5040940061,6576849.22580538,2020
5040940075,3010293.95161467,2011
5040940075,3528888.30205281,2012
5040940075,3482717.27986991,2013
5040940153,4117130.03948724,2011
5040940153,5008694.72501936,2012
5040940153,3842945.51964519,2013
5040940153,3275352.22871439,2014
5040940153,4303116.59163905,2015
5040940153,4148417.47092821,2016
5040940153,2948385.11232394,2017
5040940153,3298290.34536561,2018
5040940153,3861313.60350896,2019
5040940153,4195603.81420797,2020
5040940161,4529021.73831615,2011
5040940161,4578296.32243309,2012
5040940161,4438216.29884831,2013
5040940161,7418168.23653722,2014
5040940161,6136282.29525535,2015
5040940161,7348546.91817933,2016
5040940161,6934505.87023664,2017
5040940161,7791811.25995599,2018
5040940161,6977481.37921025,2019
5040940161,7208584.26893408,2020
5040940208,7542532.19777417,2011
5040940208,8492323.21904331,2012
5040940208,9084394.14888603,2013
5040940208,7837575.03616121,2014
